web-scraper-order,web-scraper-start-url,chord_root,chord_root-href,chord_name,chord_name-href,variations
"1692051224-1672","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb6/9


View Bb6/9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_6_9","<h3 class=""font-dinish text-24"">Bb6/9 Variation 1</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell"">0</div><div class=""chord-cell"">0</div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-1 chord-string-5 chord-click"">2</div><div class=""chord-fret-1 chord-string-6 chord-click"">3</div></div></div>"
"1692051224-1673","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb6/9


View Bb6/9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_6_9","<h3 class=""font-dinish text-24"">Bb6/9 Variation 2</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-1 chord-click"">2</div><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">3</div><div class=""chord-fret-2 chord-string-6 chord-click"">4</div></div></div>"
"1692051224-1674","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb6/9


View Bb6/9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_6_9","<h3 class=""font-dinish text-24"">Bb6/9 Variation 3</h3><div class=""frets""><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">3</div><div class=""chord-fret-2 chord-string-6 chord-click"">4</div></div></div>"
"1692051224-1675","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb6/9


View Bb6/9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_6_9","<h3 class=""font-dinish text-24"">Bb6/9 Variation 4</h3><div class=""frets""><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">3</div><div class=""chord-fret-2 chord-string-6 chord-click"">4</div></div></div>"
"1692051224-1676","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb6/9


View Bb6/9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_6_9","<h3 class=""font-dinish text-24"">Bb6/9 Variation 5</h3><div class=""frets""><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">3</div><div class=""chord-fret-2 chord-string-6 chord-click"">4</div></div></div>"
"1692051227-1677","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bbadd9


View Bbadd9

chord chart","https://www.guitartricks.com/chords/Bb-chord/add9","<h3 class=""font-dinish text-24"">Bbadd9 Variation 1</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell"">0</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-1 chord-string-5 chord-click"">2</div></div></div>"
"1692051227-1678","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bbadd9


View Bbadd9

chord chart","https://www.guitartricks.com/chords/Bb-chord/add9","<h3 class=""font-dinish text-24"">Bbadd9 Variation 2</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">2</div><div class=""chord-fret-5 chord-string-4 chord-click"">4</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div></div></div>"
"1692051227-1679","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bbadd9


View Bbadd9

chord chart","https://www.guitartricks.com/chords/Bb-chord/add9","<h3 class=""font-dinish text-24"">Bbadd9 Variation 3</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-3 chord-string-6 chord-click"">4</div></div></div>"
"1692051227-1680","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bbadd9


View Bbadd9

chord chart","https://www.guitartricks.com/chords/Bb-chord/add9","<h3 class=""font-dinish text-24"">Bbadd9 Variation 4</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-3 chord-string-6 chord-click"">4</div></div></div>"
"1692051227-1681","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bbadd9


View Bbadd9

chord chart","https://www.guitartricks.com/chords/Bb-chord/add9","<h3 class=""font-dinish text-24"">Bbadd9 Variation 5</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-3 chord-string-6 chord-click"">4</div></div></div>"
"1692051230-1682","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bbadd6


View Bbadd6

chord chart","https://www.guitartricks.com/chords/Bb-chord/add6","<h3 class=""font-dinish text-24"">Bbadd6 Variation 1</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-3 chord-string-2 chord-click"">4</div><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div></div></div>"
"1692051230-1683","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bbadd6


View Bbadd6

chord chart","https://www.guitartricks.com/chords/Bb-chord/add6","<h3 class=""font-dinish text-24"">Bbadd6 Variation 2</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-3 chord-string-4 chord-click"">3</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div><div class=""chord-fret-3 chord-string-6 chord-click"">3</div></div></div>"
"1692051230-1684","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bbadd6


View Bbadd6

chord chart","https://www.guitartricks.com/chords/Bb-chord/add6","<h3 class=""font-dinish text-24"">Bbadd6 Variation 3</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692051230-1685","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bbadd6


View Bbadd6

chord chart","https://www.guitartricks.com/chords/Bb-chord/add6","<h3 class=""font-dinish text-24"">Bbadd6 Variation 4</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692051230-1686","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bbadd6


View Bbadd6

chord chart","https://www.guitartricks.com/chords/Bb-chord/add6","<h3 class=""font-dinish text-24"">Bbadd6 Variation 5</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692051233-1687","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7sharp9


View Bb7sharp9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7sharp9","<h3 class=""font-dinish text-24"">Bb7sharp9 Variation 1</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-2 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-2 chord-string-5 chord-click"">3</div><div class=""chord-fret-2 chord-string-6 chord-click"">3</div></div></div>"
"1692051233-1688","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7sharp9


View Bb7sharp9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7sharp9","<h3 class=""font-dinish text-24"">Bb7sharp9 Variation 2</h3><div class=""frets""><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-3 chord-string-3 chord-click"">4</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-2 chord-string-6 chord-click"">3</div></div></div>"
"1692051233-1689","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7sharp9


View Bb7sharp9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7sharp9","<h3 class=""font-dinish text-24"">Bb7sharp9 Variation 3</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-2 chord-click"">3</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-4 chord-string-5 chord-click"">4</div><div class=""chord-fret-4 chord-string-6 chord-click"">4</div></div></div>"
"1692051233-1690","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7sharp9


View Bb7sharp9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7sharp9","<h3 class=""font-dinish text-24"">Bb7sharp9 Variation 4</h3><div class=""frets""><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div><div class=""fret"">16</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div></div></div>"
"1692051233-1691","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7sharp9


View Bb7sharp9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7sharp9","<h3 class=""font-dinish text-24"">Bb7sharp9 Variation 5</h3><div class=""frets""><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div><div class=""chord-fret-3 chord-string-6 chord-click"">4</div></div></div>"
"1692051236-1692","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7b9


View Bb7b9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7b9","<h3 class=""font-dinish text-24"">Bb7b9 Variation 1</h3><div class=""frets""><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div><div class=""fret"">16</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-2 chord-string-6 chord-click"">4</div></div></div>"
"1692051236-1693","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7b9


View Bb7b9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7b9","<h3 class=""font-dinish text-24"">Bb7b9 Variation 2</h3><div class=""frets""><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div><div class=""fret"">16</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div></div></div>"
"1692051236-1694","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7b9


View Bb7b9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7b9","<h3 class=""font-dinish text-24"">Bb7b9 Variation 3</h3><div class=""frets""><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692051236-1695","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7b9


View Bb7b9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7b9","<h3 class=""font-dinish text-24"">Bb7b9 Variation 4</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div></div></div>"
"1692051236-1696","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7b9


View Bb7b9

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7b9","<h3 class=""font-dinish text-24"">Bb7b9 Variation 5</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-1 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div></div></div>"
"1692051239-1697","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7sharp5


View Bb7sharp5

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7sharp5","<h3 class=""font-dinish text-24"">Bb7sharp5 Variation 1</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-3 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-4 chord-string-6 chord-click"">4</div></div></div>"
"1692051239-1698","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7sharp5


View Bb7sharp5

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7sharp5","<h3 class=""font-dinish text-24"">Bb7sharp5 Variation 2</h3><div class=""frets""><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-4 chord-string-4 chord-click"">4</div><div class=""chord-fret-2 chord-string-5 chord-click"">2</div><div class=""chord-fret-3 chord-string-6 chord-click"">3</div></div></div>"
"1692051239-1699","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7sharp5


View Bb7sharp5

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7sharp5","<h3 class=""font-dinish text-24"">Bb7sharp5 Variation 3</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-4 chord-string-3 chord-click"">4</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div></div></div>"
"1692051239-1700","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7sharp5


View Bb7sharp5

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7sharp5","<h3 class=""font-dinish text-24"">Bb7sharp5 Variation 4</h3><div class=""frets""><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-2 chord-string-6 chord-click"">3</div></div></div>"
"1692051239-1701","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7sharp5


View Bb7sharp5

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7sharp5","<h3 class=""font-dinish text-24"">Bb7sharp5 Variation 5</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-2 chord-string-5 chord-click"">3</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692051242-1702","https://www.guitartricks.com/chords","Bb
Bb chord","https://www.guitartricks.com/chords/Bb-chord","Bb7b5


View Bb7b5

chord chart","https://www.guitartricks.com/chords/Bb-chord/_7b5","<h3 class=""font-dinish text-24"">Bb7b5 Variation 1</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div></div></div>"
